Date,Open,High,Low,Close,Volume,Adj Close
2016-10-06,44.50,44.50,44.50,44.50,000,44.50
2016-10-05,44.50,44.50,44.50,44.50,000,44.50
2016-10-04,44.50,44.50,44.50,44.50,000,44.50
2016-10-03,44.50,44.50,44.50,44.50,000,44.50
2016-09-30,44.11,44.52,44.11,44.50,690200,44.50
2016-09-29,44.20,44.55,44.16,44.24,742100,44.24
2016-09-28,44.50,44.50,44.03,44.16,731100,44.16
2016-09-27,43.88,44.52,43.75,44.47,953500,44.47
2016-09-26,45.02,45.06,43.88,43.88,1823000,43.88
2016-09-23,45.07,45.28,44.97,45.10,929000,45.10
2016-09-22,45.38,45.49,45.01,45.13,1236700,45.13
2016-09-21,45.26,45.35,44.98,45.11,841300,45.11
2016-09-20,45.15,45.26,44.99,45.17,811700,45.17
2016-09-19,45.55,45.58,45.06,45.15,1315900,45.15
2016-09-16,44.71,44.71,44.71,44.71,000,44.71
2016-09-15,44.71,44.71,44.71,44.71,000,44.71
2016-09-14,44.55,45.16,44.52,44.71,981200,44.71
2016-09-13,44.80,44.98,44.50,44.80,1063200,44.80
2016-09-12,45.20,45.48,44.45,44.48,2511300,44.48
2016-09-09,46.68,46.75,45.98,45.98,1710400,45.98
2016-09-08,46.53,46.95,46.40,46.69,1472900,46.69
2016-09-07,46.82,47.18,46.32,46.53,2747800,46.53
2016-09-06,46.10,46.78,45.65,46.75,2537000,46.75
2016-09-05,45.65,46.55,45.38,46.10,2268500,46.10
2016-09-02,45.76,45.98,45.16,45.35,1483700,45.35
2016-09-01,46.37,46.43,45.81,45.82,1325900,45.82
2016-08-31,46.36,46.67,45.90,46.27,1600400,46.27
2016-08-30,46.21,46.59,46.21,46.35,1348400,46.35
2016-08-29,46.65,46.75,46.05,46.20,1971200,46.20
2016-08-26,46.03,47.10,46.00,46.65,3096100,46.65
2016-08-25,45.30,46.19,44.69,46.18,3118400,46.18
2016-08-24,45.22,45.78,45.11,45.39,1419300,45.39
2016-08-23,44.92,45.40,44.89,45.18,1320300,45.18
2016-08-22,46.39,46.39,44.81,45.00,1587500,45.00
2016-08-19,45.98,46.25,45.74,45.97,1422500,45.97
2016-08-18,46.00,46.10,45.81,45.91,1772300,45.91
2016-08-17,46.54,46.54,45.99,46.15,1845400,46.15
2016-08-16,46.02,47.01,46.01,46.56,2547000,46.56
2016-08-15,44.64,46.30,44.51,46.10,3004400,46.10
2016-08-12,44.33,44.92,44.17,44.80,1563000,44.80
2016-08-11,45.31,45.40,44.50,44.52,1824200,44.52
2016-08-10,45.52,45.89,45.30,45.42,1562700,45.42
2016-08-09,44.88,45.60,44.55,45.54,1800500,45.54
2016-08-08,44.47,44.87,43.73,44.84,1768500,44.84
2016-08-05,45.30,45.30,44.39,44.41,2128000,44.41
2016-08-04,44.75,45.29,44.65,45.17,1865300,45.17
2016-08-03,44.85,45.27,44.71,44.94,1582800,44.94
2016-08-02,44.59,45.15,44.50,45.00,1305400,45.00
2016-08-01,45.79,45.79,44.01,44.70,2532100,44.70
2016-07-29,46.30,46.56,45.64,45.80,1963900,45.80
2016-07-28,46.25,46.59,45.50,46.29,2970900,46.29
2016-07-27,49.55,49.68,45.53,46.10,5728100,46.10
2016-07-26,48.77,49.49,48.75,49.38,1946700,49.38
2016-07-25,48.45,49.35,48.21,48.70,1923700,48.70
2016-07-22,49.79,49.79,48.68,48.68,3589300,48.68
2016-07-21,49.78,50.30,49.61,49.62,2445400,49.62
2016-07-20,50.29,50.85,49.61,49.80,2745000,49.80
2016-07-19,49.01,50.45,48.90,50.39,3404000,50.39
2016-07-18,49.80,49.86,48.58,49.14,4288100,49.14
2016-07-15,50.55,50.94,49.95,50.20,3396400,50.20
2016-07-14,50.12,51.35,50.11,50.70,3955100,50.70
2016-07-13,51.19,51.60,50.17,50.43,6239500,50.43
2016-07-12,51.90,52.65,49.95,51.03,12188700,51.03
2016-07-11,49.81,53.60,48.82,51.89,9380100,51.89
2016-07-08,49.60,51.29,49.56,49.96,5585200,49.96
2016-07-07,49.49,51.46,49.49,49.90,7625900,49.90
2016-07-06,48.05,49.88,48.05,49.28,6725800,49.28
2016-07-05,47.21,48.82,47.08,48.56,7056200,48.56
2016-07-04,46.41,47.09,46.10,47.08,5809500,47.08
2016-07-01,46.31,47.70,46.31,46.60,4076400,46.60
2016-06-30,47.85,48.80,46.01,46.46,6353400,46.46
2016-06-29,48.02,48.39,47.50,47.83,3934200,47.83
2016-06-28,45.80,48.84,45.77,48.58,5030100,48.58
2016-06-27,44.51,46.44,44.50,46.12,2459900,46.12
2016-06-24,45.65,45.92,43.87,44.90,3893200,44.90
2016-06-23,47.13,47.15,45.89,46.18,2240500,46.18
2016-06-22,45.28,47.11,45.08,46.90,2200500,46.90
2016-06-21,47.80,48.03,45.81,45.90,2858500,45.90
2016-06-20,45.41,47.21,44.57,47.05,2776700,47.05
2016-06-17,45.00,46.33,44.90,45.41,2072400,45.41
2016-06-16,45.60,45.80,44.50,44.70,2159600,44.70
2016-06-15,43.60,45.88,43.22,45.67,2725100,45.67
2016-06-14,44.50,44.95,43.66,43.98,2261000,43.98
2016-06-13,47.68,47.69,44.50,44.53,3459700,44.53
2016-06-10,48.47,48.47,48.47,48.47,000,48.47
2016-06-09,48.47,48.47,48.47,48.47,000,48.47
2016-06-08,49.10,49.10,48.02,48.47,2301800,48.47
2016-06-07,48.70,49.49,48.01,49.28,2638900,49.28
2016-06-06,50.49,50.86,48.00,48.60,3603500,48.60
2016-06-03,49.23,51.00,48.53,50.31,4202200,50.31
2016-06-02,48.00,49.30,47.74,49.15,3073300,49.15
2016-06-01,47.66,49.34,47.36,48.02,3541000,48.02
2016-05-31,44.71,47.73,44.66,47.68,3508500,47.68
2016-05-30,44.50,45.19,43.15,44.80,1505100,44.80
2016-05-27,44.50,45.48,44.50,44.95,1952900,44.95
2016-05-26,44.28,45.00,43.01,44.94,1810700,44.94
2016-05-25,44.60,45.20,44.00,44.40,1560100,44.40
2016-05-24,44.86,44.96,43.50,44.06,1543800,44.06
2016-05-23,44.18,45.44,44.14,45.00,2040000,45.00
2016-05-20,42.88,44.02,42.47,43.98,1730800,43.98
2016-05-19,42.90,44.49,42.70,43.37,2267300,43.37
2016-05-18,44.50,44.50,42.20,42.68,2407300,42.68
2016-05-17,45.48,45.98,44.37,45.13,2162700,45.13
2016-05-16,44.52,45.45,44.05,45.41,1670000,45.41
2016-05-13,44.35,45.50,44.02,45.00,1754000,45.00
2016-05-12,44.29,44.62,42.88,44.35,1960900,44.35
2016-05-11,46.01,46.29,44.50,44.97,1879900,44.97
2016-05-10,45.23,46.30,45.15,45.57,1559100,45.57
2016-05-09,47.50,47.51,45.00,45.55,2980600,45.55
2016-05-06,51.55,52.28,48.38,48.48,4013400,48.48
2016-05-05,50.01,51.65,49.66,51.30,2975300,51.30
2016-05-04,49.30,51.98,49.30,50.25,3256900,50.25
2016-05-03,47.80,49.97,47.04,49.97,3045100,49.97
2016-05-02,47.86,47.86,47.86,47.86,000,47.86
2016-04-29,47.20,48.20,47.00,47.86,1856300,47.86
