Date,Open,High,Low,Close,Volume,Adj Close
2016-10-06,51.65,51.65,51.65,51.65,000,51.65
2016-10-05,51.65,51.65,51.65,51.65,000,51.65
2016-10-04,51.65,51.65,51.65,51.65,000,51.65
2016-10-03,51.65,51.65,51.65,51.65,000,51.65
2016-09-30,51.40,51.99,50.69,51.65,1937100,51.65
2016-09-29,51.98,52.99,51.40,52.10,3365500,52.10
2016-09-28,49.69,53.00,49.18,52.38,5611600,52.38
2016-09-27,50.00,50.28,48.15,49.85,2526000,49.85
2016-09-26,50.03,52.01,49.30,50.42,4401200,50.42
2016-09-23,48.13,51.30,48.13,49.80,4518700,49.80
2016-09-22,48.38,48.88,47.90,48.08,3861100,48.08
2016-09-21,49.20,49.88,47.87,48.33,2840100,48.33
2016-09-20,48.50,51.68,48.39,48.63,5142400,48.63
2016-09-19,44.71,47.47,44.55,47.25,1737500,47.25
2016-09-16,44.71,44.71,44.71,44.71,000,44.71
2016-09-15,44.71,44.71,44.71,44.71,000,44.71
2016-09-14,44.33,45.10,44.33,44.71,422000,44.71
2016-09-13,45.50,45.58,44.40,44.91,758600,44.91
2016-09-12,45.49,45.98,45.00,45.22,979900,45.22
2016-09-09,47.10,47.76,46.61,46.86,1470400,46.86
2016-09-08,46.66,46.99,46.32,46.79,666400,46.79
2016-09-07,46.56,47.41,46.35,46.67,1101400,46.67
2016-09-06,45.64,46.59,45.60,46.56,680300,46.56
2016-09-05,45.65,45.97,45.53,45.91,558200,45.91
2016-09-02,45.72,46.10,45.17,45.51,492500,45.51
2016-09-01,46.05,46.08,45.64,45.72,535000,45.72
2016-08-31,45.47,46.00,45.47,45.92,502900,45.92
2016-08-30,45.55,45.96,45.55,45.64,458200,45.64
2016-08-29,46.30,46.75,45.00,45.54,1623800,45.54
2016-08-26,47.00,47.19,46.36,46.50,1795600,46.50
2016-08-25,47.01,47.98,46.55,47.87,1238500,47.87
2016-08-24,48.01,48.01,47.36,47.45,767800,47.45
2016-08-23,47.90,48.17,47.26,48.08,1068000,48.08
2016-08-22,47.31,48.65,47.10,47.56,1810000,47.56
2016-08-19,46.00,48.30,45.79,47.50,1414300,47.50
2016-08-18,46.00,46.78,45.60,46.05,961300,46.05
2016-08-17,45.79,46.44,45.73,46.16,1004400,46.16
2016-08-16,46.00,46.50,45.81,45.90,982000,45.90
2016-08-15,45.28,46.12,44.67,45.90,1163200,45.90
2016-08-12,44.40,45.29,44.40,45.11,542600,45.11
2016-08-11,45.95,46.17,44.50,44.54,754700,44.54
2016-08-10,46.26,46.60,45.88,45.92,655600,45.92
2016-08-09,45.33,46.41,45.04,46.26,936300,46.26
2016-08-08,44.80,45.78,43.76,45.38,939400,45.38
2016-08-05,46.01,46.09,45.01,45.14,794700,45.14
2016-08-04,46.25,46.30,45.60,46.21,706800,46.21
2016-08-03,45.60,46.38,45.36,46.22,888800,46.22
2016-08-02,45.50,45.78,44.98,45.61,568300,45.61
2016-08-01,45.72,46.12,44.50,45.35,932800,45.35
2016-07-29,46.05,46.67,45.60,46.11,870400,46.11
2016-07-28,46.60,46.88,45.36,46.11,1534600,46.11
2016-07-27,49.75,50.00,45.70,47.17,3193400,47.17
2016-07-26,48.61,50.45,48.61,50.02,3022400,50.02
2016-07-25,47.70,48.90,47.24,48.86,1692200,48.86
2016-07-22,48.70,48.81,47.50,47.82,2207800,47.82
2016-07-21,48.75,49.43,48.21,48.83,3704800,48.83
2016-07-20,46.22,49.98,46.03,49.20,5652100,49.20
2016-07-19,46.88,46.88,45.67,46.21,1371700,46.21
2016-07-18,46.56,47.80,46.28,46.99,2137300,46.99
2016-07-15,45.78,46.98,45.78,46.62,2271600,46.62
2016-07-14,45.86,46.05,45.19,45.71,1285500,45.71
2016-07-13,45.30,46.03,45.02,45.76,1602900,45.76
2016-07-12,44.52,45.45,43.53,45.33,1524500,45.33
2016-07-11,45.35,45.54,44.28,44.52,1758500,44.52
2016-07-08,44.80,45.50,44.71,44.97,2523700,44.97
2016-07-07,45.70,46.30,44.50,44.77,3728000,44.77
2016-07-06,47.17,47.17,45.70,45.80,3480300,45.80
2016-07-05,48.10,48.88,46.90,47.42,1486200,47.42
2016-07-04,46.48,48.12,46.22,47.71,1441800,47.71
2016-07-01,47.80,47.95,46.46,46.81,1402300,46.81
2016-06-30,46.66,48.10,46.36,47.77,2379900,47.77
