Date,Open,High,Low,Close,Volume,Adj Close
2016-10-06,48.40,48.40,48.40,48.40,000,48.40
2016-10-05,48.40,48.40,48.40,48.40,000,48.40
2016-10-04,48.40,48.40,48.40,48.40,000,48.40
2016-10-03,48.40,48.40,48.40,48.40,000,48.40
2016-09-30,48.88,49.15,48.13,48.40,1922900,48.40
2016-09-29,49.06,49.83,48.68,48.83,2596800,48.83
2016-09-28,50.43,50.60,49.00,49.06,3025300,49.06
2016-09-27,49.60,51.52,48.51,50.73,5472300,50.73
2016-09-26,54.10,54.92,52.29,52.29,5841100,52.29
2016-09-23,58.78,61.00,57.18,58.10,12272600,58.10
2016-09-22,52.08,56.72,51.13,56.72,6768800,56.72
2016-09-21,51.45,52.55,51.06,51.56,2272800,51.56
2016-09-20,50.60,51.86,50.50,51.04,1993400,51.04
2016-09-19,50.76,51.29,49.84,50.65,1754900,50.65
2016-09-16,50.51,50.51,50.51,50.51,000,50.51
2016-09-15,50.51,50.51,50.51,50.51,000,50.51
2016-09-14,50.00,51.50,49.50,50.51,2556700,50.51
2016-09-13,48.69,50.29,48.10,50.21,2418900,50.21
2016-09-12,48.20,49.09,48.05,48.16,1886600,48.16
2016-09-09,52.13,52.14,49.88,50.11,2011700,50.11
2016-09-08,51.65,52.43,51.00,51.98,1531000,51.98
2016-09-07,52.96,53.45,51.75,51.86,2364800,51.86
2016-09-06,52.13,52.98,50.50,52.91,2845500,52.91
2016-09-05,52.94,53.43,51.81,52.23,1938700,52.23
2016-09-02,53.48,53.85,52.42,52.76,2756300,52.76
2016-09-01,54.03,55.98,53.83,54.31,3370500,54.31
2016-08-31,53.95,54.60,52.36,54.29,3244800,54.29
2016-08-30,54.50,55.99,54.20,54.39,2385100,54.39
2016-08-29,53.80,56.45,53.80,54.27,3106500,54.27
2016-08-26,56.14,57.68,54.60,55.18,6113900,55.18
2016-08-25,56.50,60.40,54.70,58.54,6614900,58.54
2016-08-24,59.60,60.07,56.80,57.73,7100000,57.73
2016-08-23,56.03,62.21,55.00,60.81,9982400,60.81
2016-08-22,55.61,59.00,53.05,57.32,6511000,57.32
2016-08-19,57.82,58.50,55.60,55.70,4841700,55.70
2016-08-18,58.12,58.99,57.00,58.16,6470900,58.16
2016-08-17,56.51,60.34,56.51,59.24,9311200,59.24
2016-08-16,51.01,55.90,50.58,55.90,5354900,55.90
2016-08-15,49.00,52.48,48.64,50.82,4670200,50.82
2016-08-12,47.91,49.45,47.60,49.08,2785500,49.08
2016-08-11,50.50,50.50,48.20,48.33,3260600,48.33
2016-08-10,49.46,51.35,49.04,50.46,4680300,50.46
2016-08-09,48.39,49.68,48.02,49.46,3352900,49.46
2016-08-08,47.33,48.93,46.00,48.57,3025100,48.57
2016-08-05,49.83,50.80,48.25,48.66,3148000,48.66
2016-08-04,50.30,50.67,49.46,49.84,3419300,49.84
2016-08-03,48.00,50.90,47.51,50.62,4951700,50.62
2016-08-02,47.86,48.59,46.95,48.29,2801100,48.29
2016-08-01,50.60,50.60,47.00,47.46,3847300,47.46
2016-07-29,52.80,53.93,51.10,51.74,3952400,51.74
2016-07-28,52.48,54.01,50.00,53.14,4931100,53.14
2016-07-27,57.75,58.90,51.96,53.37,5793800,53.37
2016-07-26,54.90,58.48,54.52,57.67,5254800,57.67
2016-07-25,55.94,56.00,53.30,55.56,3965300,55.56
2016-07-22,58.30,58.40,55.51,56.19,4365800,56.19
2016-07-21,60.33,60.71,56.51,58.67,6051400,58.67
2016-07-20,62.45,63.15,60.18,60.24,4744600,60.24
2016-07-19,62.57,64.50,61.35,62.25,5625400,62.25
2016-07-18,60.33,63.80,58.50,63.57,6920100,63.57
2016-07-15,62.80,65.13,60.80,61.35,8570800,61.35
2016-07-14,61.00,63.10,60.00,62.17,7661300,62.17
2016-07-13,59.21,63.45,58.90,63.13,11886900,63.13
2016-07-12,52.00,57.76,51.99,57.76,8256100,57.76
2016-07-11,55.29,57.00,51.40,52.51,6279300,52.51
2016-07-08,57.90,58.50,56.10,56.24,6673000,56.24
2016-07-07,56.27,60.59,55.03,59.11,9645600,59.11
2016-07-06,56.95,60.00,53.18,56.27,12200900,56.27
2016-07-05,50.69,55.40,50.20,55.40,9635500,55.40
2016-07-04,45.05,50.36,45.05,50.36,8543600,50.36
2016-07-01,44.75,46.24,44.75,45.78,4151900,45.78
2016-06-30,46.90,46.91,44.36,44.63,7151700,44.63
2016-06-29,48.00,49.35,46.10,48.47,7838900,48.47
2016-06-28,45.35,46.60,44.72,46.46,6531500,46.46
2016-06-27,43.06,45.97,43.03,45.80,6588300,45.80
2016-06-24,44.00,44.85,41.35,43.40,7214900,43.40
2016-06-23,43.80,46.71,43.80,44.82,8571100,44.82
2016-06-22,43.12,44.99,42.51,44.07,6849100,44.07
2016-06-21,43.80,46.00,42.32,43.85,11760300,43.85
2016-06-20,40.45,44.40,40.01,43.71,9113600,43.71
2016-06-17,38.99,40.62,38.98,40.36,5432600,40.36
2016-06-16,39.11,39.96,38.50,38.69,3725300,38.69
2016-06-15,37.00,40.13,36.71,39.13,4638600,39.13
2016-06-14,36.15,37.74,36.10,37.46,3820400,37.46
2016-06-13,39.80,39.80,36.92,36.92,5681000,36.92
2016-06-10,41.02,41.02,41.02,41.02,000,41.02
2016-06-09,41.02,41.02,41.02,41.02,000,41.02
2016-06-08,42.51,42.59,40.51,41.02,7475800,41.02
2016-06-07,41.95,43.70,41.70,43.15,8392400,43.15
2016-06-06,41.91,42.00,40.85,41.62,5789000,41.62
2016-06-03,43.10,43.67,41.68,41.88,9155000,41.88
2016-06-02,40.61,43.49,40.51,43.10,10789100,43.10
2016-06-01,40.61,42.70,40.50,41.05,9931400,41.05
2016-05-31,38.70,41.35,38.70,40.79,10111100,40.79
2016-05-30,39.30,40.60,37.62,39.08,9169200,39.08
2016-05-27,42.00,43.69,39.44,39.91,14372200,39.91
2016-05-26,36.35,40.80,36.35,40.80,13246800,40.80
2016-05-25,35.35,38.35,35.35,37.09,11452600,37.09
2016-05-24,35.56,36.33,34.63,35.02,6063100,35.02
